nazione,fascia_eta,misura,sesso,anno,valore
NO,Y15-24,Percentage of population in the labour force,T,2024,12.1
PL,Y15-24,Percentage of population in the labour force,T,2009,21.0
PL,Y15-24,Percentage of population in the labour force,T,2010,24.0
PL,Y15-24,Percentage of population in the labour force,T,2011,26.0
PL,Y15-24,Percentage of population in the labour force,T,2012,26.8
PL,Y15-24,Percentage of population in the labour force,T,2013,27.6
PL,Y15-24,Percentage of population in the labour force,T,2014,24.1
PL,Y15-24,Percentage of population in the labour force,T,2015,21.0
PL,Y15-24,Percentage of population in the labour force,T,2016,17.8
PL,Y15-24,Percentage of population in the labour force,T,2017,14.9
PL,Y15-24,Percentage of population in the labour force,T,2018,11.8
PL,Y15-24,Percentage of population in the labour force,T,2019,9.7
PL,Y15-24,Percentage of population in the labour force,T,2020,10.8
PL,Y15-24,Percentage of population in the labour force,T,2021,11.9
PL,Y15-24,Percentage of population in the labour force,T,2022,10.8
PL,Y15-24,Percentage of population in the labour force,T,2023,11.4
PL,Y15-24,Percentage of population in the labour force,T,2024,10.8
PT,Y15-24,Percentage of population in the labour force,T,2009,25.3
PT,Y15-24,Percentage of population in the labour force,T,2010,28.0
PT,Y15-24,Percentage of population in the labour force,T,2011,30.4
PT,Y15-24,Percentage of population in the labour force,T,2012,38.2
PT,Y15-24,Percentage of population in the labour force,T,2013,38.6
PT,Y15-24,Percentage of population in the labour force,T,2014,34.7
PT,Y15-24,Percentage of population in the labour force,T,2015,31.8
PT,Y15-24,Percentage of population in the labour force,T,2016,27.8
PT,Y15-24,Percentage of population in the labour force,T,2017,23.8
PT,Y15-24,Percentage of population in the labour force,T,2018,20.2
PT,Y15-24,Percentage of population in the labour force,T,2019,18.4
PT,Y15-24,Percentage of population in the labour force,T,2020,22.4
PT,Y15-24,Percentage of population in the labour force,T,2021,23.4
PT,Y15-24,Percentage of population in the labour force,T,2022,19.2
PT,Y15-24,Percentage of population in the labour force,T,2023,20.5
PT,Y15-24,Percentage of population in the labour force,T,2024,21.6
RO,Y15-24,Percentage of population in the labour force,T,2009,24.8
RO,Y15-24,Percentage of population in the labour force,T,2010,28.0
RO,Y15-24,Percentage of population in the labour force,T,2011,29.4
RO,Y15-24,Percentage of population in the labour force,T,2012,28.2
RO,Y15-24,Percentage of population in the labour force,T,2013,29.6
RO,Y15-24,Percentage of population in the labour force,T,2014,30.0
RO,Y15-24,Percentage of population in the labour force,T,2015,27.3
RO,Y15-24,Percentage of population in the labour force,T,2016,25.9
RO,Y15-24,Percentage of population in the labour force,T,2017,23.0
RO,Y15-24,Percentage of population in the labour force,T,2018,20.5
RO,Y15-24,Percentage of population in the labour force,T,2019,21.0
RO,Y15-24,Percentage of population in the labour force,T,2020,21.6
RO,Y15-24,Percentage of population in the labour force,T,2021,21.0
RO,Y15-24,Percentage of population in the labour force,T,2022,22.8
RO,Y15-24,Percentage of population in the labour force,T,2023,21.8
RO,Y15-24,Percentage of population in the labour force,T,2024,23.9
RS,Y15-24,Percentage of population in the labour force,T,2010,48.4
RS,Y15-24,Percentage of population in the labour force,T,2011,53.1
RS,Y15-24,Percentage of population in the labour force,T,2012,53.3
RS,Y15-24,Percentage of population in the labour force,T,2013,51.7
RS,Y15-24,Percentage of population in the labour force,T,2014,49.1
RS,Y15-24,Percentage of population in the labour force,T,2015,44.6
RS,Y15-24,Percentage of population in the labour force,T,2016,36.2
RS,Y15-24,Percentage of population in the labour force,T,2017,33.1
RS,Y15-24,Percentage of population in the labour force,T,2018,30.8
RS,Y15-24,Percentage of population in the labour force,T,2019,28.6
RS,Y15-24,Percentage of population in the labour force,T,2020,27.7
RS,Y15-24,Percentage of population in the labour force,T,2021,26.0
RS,Y15-24,Percentage of population in the labour force,T,2022,24.3
RS,Y15-24,Percentage of population in the labour force,T,2023,25.0
RS,Y15-24,Percentage of population in the labour force,T,2024,23.0
SE,Y15-24,Percentage of population in the labour force,T,2005,22.2
SE,Y15-24,Percentage of population in the labour force,T,2006,20.9
SE,Y15-24,Percentage of population in the labour force,T,2007,18.6
SE,Y15-24,Percentage of population in the labour force,T,2008,19.6
SE,Y15-24,Percentage of population in the labour force,T,2009,24.4
SE,Y15-24,Percentage of population in the labour force,T,2010,24.1
SE,Y15-24,Percentage of population in the labour force,T,2011,22.1
SE,Y15-24,Percentage of population in the labour force,T,2012,22.9
SE,Y15-24,Percentage of population in the labour force,T,2013,22.8
SE,Y15-24,Percentage of population in the labour force,T,2014,22.2
SE,Y15-24,Percentage of population in the labour force,T,2015,19.7
SE,Y15-24,Percentage of population in the labour force,T,2016,18.2
SE,Y15-24,Percentage of population in the labour force,T,2017,17.1
SE,Y15-24,Percentage of population in the labour force,T,2018,16.8
SE,Y15-24,Percentage of population in the labour force,T,2019,19.3
SE,Y15-24,Percentage of population in the labour force,T,2020,23.6
SE,Y15-24,Percentage of population in the labour force,T,2021,24.7
SE,Y15-24,Percentage of population in the labour force,T,2022,21.7
SE,Y15-24,Percentage of population in the labour force,T,2023,22.1
SE,Y15-24,Percentage of population in the labour force,T,2024,24.3
SI,Y15-24,Percentage of population in the labour force,T,2009,13.8
SI,Y15-24,Percentage of population in the labour force,T,2010,14.7
SI,Y15-24,Percentage of population in the labour force,T,2011,15.9
SI,Y15-24,Percentage of population in the labour force,T,2012,20.8
SI,Y15-24,Percentage of population in the labour force,T,2013,21.6
SI,Y15-24,Percentage of population in the labour force,T,2014,20.5
SI,Y15-24,Percentage of population in the labour force,T,2015,16.4
SI,Y15-24,Percentage of population in the labour force,T,2016,15.3
SI,Y15-24,Percentage of population in the labour force,T,2017,11.3
SI,Y15-24,Percentage of population in the labour force,T,2018,8.9
SI,Y15-24,Percentage of population in the labour force,T,2019,8.1
SI,Y15-24,Percentage of population in the labour force,T,2020,14.3
SI,Y15-24,Percentage of population in the labour force,T,2021,12.8
SI,Y15-24,Percentage of population in the labour force,T,2022,10.1
SI,Y15-24,Percentage of population in the labour force,T,2023,9.9
SI,Y15-24,Percentage of population in the labour force,T,2024,10.9
SK,Y15-24,Percentage of population in the labour force,T,2009,28.5
SK,Y15-24,Percentage of population in the labour force,T,2010,34.9
SK,Y15-24,Percentage of population in the labour force,T,2011,34.8
SK,Y15-24,Percentage of population in the labour force,T,2012,35.3
SK,Y15-24,Percentage of population in the labour force,T,2013,34.9
SK,Y15-24,Percentage of population in the labour force,T,2014,31.0
SK,Y15-24,Percentage of population in the labour force,T,2015,27.7
SK,Y15-24,Percentage of population in the labour force,T,2016,23.4
SK,Y15-24,Percentage of population in the labour force,T,2017,20.0
SK,Y15-24,Percentage of population in the labour force,T,2018,15.8
SK,Y15-24,Percentage of population in the labour force,T,2019,17.1
SK,Y15-24,Percentage of population in the labour force,T,2020,20.4
SK,Y15-24,Percentage of population in the labour force,T,2021,20.6
SK,Y15-24,Percentage of population in the labour force,T,2022,19.9
SK,Y15-24,Percentage of population in the labour force,T,2023,19.8
SK,Y15-24,Percentage of population in the labour force,T,2024,19.2
TR,Y15-24,Percentage of population in the labour force,T,2009,22.8
TR,Y15-24,Percentage of population in the labour force,T,2010,19.7
TR,Y15-24,Percentage of population in the labour force,T,2011,16.7
TR,Y15-24,Percentage of population in the labour force,T,2012,15.7
TR,Y15-24,Percentage of population in the labour force,T,2013,16.9
TR,Y15-24,Percentage of population in the labour force,T,2014,17.8
TR,Y15-24,Percentage of population in the labour force,T,2015,18.5
TR,Y15-24,Percentage of population in the labour force,T,2016,19.5
TR,Y15-24,Percentage of population in the labour force,T,2017,20.5
TR,Y15-24,Percentage of population in the labour force,T,2018,20.2
TR,Y15-24,Percentage of population in the labour force,T,2019,25.2
TR,Y15-24,Percentage of population in the labour force,T,2020,25.1
TR,Y15-24,Percentage of population in the labour force,T,2021,22.7
TR,Y15-24,Percentage of population in the labour force,T,2022,19.5
TR,Y15-24,Percentage of population in the labour force,T,2023,17.5
TR,Y15-24,Percentage of population in the labour force,T,2024,16.4
AT,Y15-24,Percentage of total population,F,2009,5.9
AT,Y15-24,Percentage of total population,F,2010,5.3
AT,Y15-24,Percentage of total population,F,2011,5.2
AT,Y15-24,Percentage of total population,F,2012,5.4
AT,Y15-24,Percentage of total population,F,2013,5.8
AT,Y15-24,Percentage of total population,F,2014,5.8
AT,Y15-24,Percentage of total population,F,2015,5.7
AT,Y15-24,Percentage of total population,F,2016,5.8
AT,Y15-24,Percentage of total population,F,2017,4.9
AT,Y15-24,Percentage of total population,F,2018,5.3
AT,Y15-24,Percentage of total population,F,2019,4.3
AT,Y15-24,Percentage of total population,F,2020,5.6
AT,Y15-24,Percentage of total population,F,2021,5.8
AT,Y15-24,Percentage of total population,F,2022,5.0
AT,Y15-24,Percentage of total population,F,2023,5.9
AT,Y15-24,Percentage of total population,F,2024,5.4
BA,Y15-24,Percentage of total population,F,2021,11.0
BA,Y15-24,Percentage of total population,F,2022,8.9
BA,Y15-24,Percentage of total population,F,2023,5.7
BA,Y15-24,Percentage of total population,F,2024,5.7
BE,Y15-24,Percentage of total population,F,2009,6.8
BE,Y15-24,Percentage of total population,F,2010,6.7
BE,Y15-24,Percentage of total population,F,2011,5.6
BE,Y15-24,Percentage of total population,F,2012,5.3
BE,Y15-24,Percentage of total population,F,2013,6.4
BE,Y15-24,Percentage of total population,F,2014,6.3
BE,Y15-24,Percentage of total population,F,2015,5.6
BE,Y15-24,Percentage of total population,F,2016,4.8
BE,Y15-24,Percentage of total population,F,2017,4.7
BE,Y15-24,Percentage of total population,F,2018,4.3
BE,Y15-24,Percentage of total population,F,2019,3.6
BE,Y15-24,Percentage of total population,F,2020,4.1
BE,Y15-24,Percentage of total population,F,2021,4.6
BE,Y15-24,Percentage of total population,F,2022,4.3
BE,Y15-24,Percentage of total population,F,2023,4.3
BE,Y15-24,Percentage of total population,F,2024,4.4
BG,Y15-24,Percentage of total population,F,2009,3.9
BG,Y15-24,Percentage of total population,F,2010,5.8
BG,Y15-24,Percentage of total population,F,2011,6.3
BG,Y15-24,Percentage of total population,F,2012,7.0
BG,Y15-24,Percentage of total population,F,2013,6.8
BG,Y15-24,Percentage of total population,F,2014,5.8
BG,Y15-24,Percentage of total population,F,2015,5.1
BG,Y15-24,Percentage of total population,F,2016,3.7
BG,Y15-24,Percentage of total population,F,2017,3.2
BG,Y15-24,Percentage of total population,F,2018,2.7
BG,Y15-24,Percentage of total population,F,2019,2.1
BG,Y15-24,Percentage of total population,F,2020,2.9
BG,Y15-24,Percentage of total population,F,2021,2.3
BG,Y15-24,Percentage of total population,F,2022,1.8
BG,Y15-24,Percentage of total population,F,2023,2.0
BG,Y15-24,Percentage of total population,F,2024,1.8
CH,Y15-24,Percentage of total population,F,2010,5.8
CH,Y15-24,Percentage of total population,F,2011,5.4
CH,Y15-24,Percentage of total population,F,2012,5.3
CH,Y15-24,Percentage of total population,F,2013,5.9
CH,Y15-24,Percentage of total population,F,2014,5.8
CH,Y15-24,Percentage of total population,F,2015,5.7
CH,Y15-24,Percentage of total population,F,2016,5.8
CH,Y15-24,Percentage of total population,F,2017,5.4
CH,Y15-24,Percentage of total population,F,2018,5.0
CH,Y15-24,Percentage of total population,F,2019,4.8
CH,Y15-24,Percentage of total population,F,2020,5.2
CH,Y15-24,Percentage of total population,F,2021,5.4
CH,Y15-24,Percentage of total population,F,2022,4.4
CH,Y15-24,Percentage of total population,F,2023,4.9
CH,Y15-24,Percentage of total population,F,2024,5.5
CY,Y15-24,Percentage of total population,F,2009,5.4
CY,Y15-24,Percentage of total population,F,2010,6.9
CY,Y15-24,Percentage of total population,F,2011,7.9
CY,Y15-24,Percentage of total population,F,2012,9.5
CY,Y15-24,Percentage of total population,F,2013,13.3
CY,Y15-24,Percentage of total population,F,2014,13.7
CY,Y15-24,Percentage of total population,F,2015,12.1
CY,Y15-24,Percentage of total population,F,2016,12.2
CY,Y15-24,Percentage of total population,F,2017,9.1
CY,Y15-24,Percentage of total population,F,2018,6.8
CY,Y15-24,Percentage of total population,F,2019,5.7
CY,Y15-24,Percentage of total population,F,2020,4.1
CY,Y15-24,Percentage of total population,F,2021,6.2
CY,Y15-24,Percentage of total population,F,2022,7.3
CY,Y15-24,Percentage of total population,F,2023,5.9
CY,Y15-24,Percentage of total population,F,2024,5.3
CZ,Y15-24,Percentage of total population,F,2009,4.4
CZ,Y15-24,Percentage of total population,F,2010,4.7
CZ,Y15-24,Percentage of total population,F,2011,4.3
CZ,Y15-24,Percentage of total population,F,2012,4.9
CZ,Y15-24,Percentage of total population,F,2013,5.1
CZ,Y15-24,Percentage of total population,F,2014,4.5
CZ,Y15-24,Percentage of total population,F,2015,3.9
CZ,Y15-24,Percentage of total population,F,2016,3.0
CZ,Y15-24,Percentage of total population,F,2017,2.3
CZ,Y15-24,Percentage of total population,F,2018,1.9
CZ,Y15-24,Percentage of total population,F,2019,1.6
CZ,Y15-24,Percentage of total population,F,2020,2.0
CZ,Y15-24,Percentage of total population,F,2021,2.0
CZ,Y15-24,Percentage of total population,F,2022,1.8
CZ,Y15-24,Percentage of total population,F,2023,2.1
CZ,Y15-24,Percentage of total population,F,2024,2.3
DE,Y15-24,Percentage of total population,F,2009,5.1
DE,Y15-24,Percentage of total population,F,2010,4.6
DE,Y15-24,Percentage of total population,F,2011,4.1
DE,Y15-24,Percentage of total population,F,2012,3.7
DE,Y15-24,Percentage of total population,F,2013,3.7
DE,Y15-24,Percentage of total population,F,2014,3.6
DE,Y15-24,Percentage of total population,F,2015,3.2
DE,Y15-24,Percentage of total population,F,2016,3.1
DE,Y15-24,Percentage of total population,F,2017,3.0
DE,Y15-24,Percentage of total population,F,2018,2.6
DE,Y15-24,Percentage of total population,F,2019,2.4
DE,Y15-24,Percentage of total population,F,2020,3.6
DE,Y15-24,Percentage of total population,F,2021,3.2
DE,Y15-24,Percentage of total population,F,2022,2.8
DE,Y15-24,Percentage of total population,F,2023,2.7
DE,Y15-24,Percentage of total population,F,2024,3.1
DK,Y15-24,Percentage of total population,F,2009,7.8
DK,Y15-24,Percentage of total population,F,2010,8.4
DK,Y15-24,Percentage of total population,F,2011,9.1
DK,Y15-24,Percentage of total population,F,2012,9.0
DK,Y15-24,Percentage of total population,F,2013,7.9
DK,Y15-24,Percentage of total population,F,2014,7.6
DK,Y15-24,Percentage of total population,F,2015,6.6
DK,Y15-24,Percentage of total population,F,2016,6.6
DK,Y15-24,Percentage of total population,F,2017,7.3
DK,Y15-24,Percentage of total population,F,2018,5.6
DK,Y15-24,Percentage of total population,F,2019,6.0
DK,Y15-24,Percentage of total population,F,2020,6.4
DK,Y15-24,Percentage of total population,F,2021,6.6
DK,Y15-24,Percentage of total population,F,2022,6.6
DK,Y15-24,Percentage of total population,F,2023,7.4
DK,Y15-24,Percentage of total population,F,2024,9.9
EA20,Y15-24,Percentage of total population,F,2009,8.4
EA20,Y15-24,Percentage of total population,F,2010,8.7
EA20,Y15-24,Percentage of total population,F,2011,8.7
EA20,Y15-24,Percentage of total population,F,2012,9.5
EA20,Y15-24,Percentage of total population,F,2013,9.8
EA20,Y15-24,Percentage of total population,F,2014,9.3
EA20,Y15-24,Percentage of total population,F,2015,8.6
EA20,Y15-24,Percentage of total population,F,2016,8.2
EA20,Y15-24,Percentage of total population,F,2017,7.3
EA20,Y15-24,Percentage of total population,F,2018,6.6
EA20,Y15-24,Percentage of total population,F,2019,6.2
EA20,Y15-24,Percentage of total population,F,2020,6.7
EA20,Y15-24,Percentage of total population,F,2021,6.5
EA20,Y15-24,Percentage of total population,F,2022,5.7
EA20,Y15-24,Percentage of total population,F,2023,5.7
EA20,Y15-24,Percentage of total population,F,2024,5.7
EE,Y15-24,Percentage of total population,F,2009,7.4
EE,Y15-24,Percentage of total population,F,2010,10.1
EE,Y15-24,Percentage of total population,F,2011,7.5
EE,Y15-24,Percentage of total population,F,2012,6.9
EE,Y15-24,Percentage of total population,F,2013,7.5
EE,Y15-24,Percentage of total population,F,2014,3.7
EE,Y15-24,Percentage of total population,F,2015,4.9
EE,Y15-24,Percentage of total population,F,2016,4.3
EE,Y15-24,Percentage of total population,F,2017,4.0
EE,Y15-24,Percentage of total population,F,2018,5.1
EE,Y15-24,Percentage of total population,F,2019,5.2
EE,Y15-24,Percentage of total population,F,2020,7.7
EE,Y15-24,Percentage of total population,F,2021,6.0
EE,Y15-24,Percentage of total population,F,2022,8.0
EE,Y15-24,Percentage of total population,F,2023,7.6
EE,Y15-24,Percentage of total population,F,2024,9.0
EL,Y15-24,Percentage of total population,F,2009,9.3
EL,Y15-24,Percentage of total population,F,2010,11.2
EL,Y15-24,Percentage of total population,F,2011,14.0
EL,Y15-24,Percentage of total population,F,2012,17.1
EL,Y15-24,Percentage of total population,F,2013,16.7
EL,Y15-24,Percentage of total population,F,2014,15.6
EL,Y15-24,Percentage of total population,F,2015,13.6
EL,Y15-24,Percentage of total population,F,2016,12.2
EL,Y15-24,Percentage of total population,F,2017,12.1
EL,Y15-24,Percentage of total population,F,2018,9.9
EL,Y15-24,Percentage of total population,F,2019,9.0
EL,Y15-24,Percentage of total population,F,2020,7.9
EL,Y15-24,Percentage of total population,F,2021,7.7
EL,Y15-24,Percentage of total population,F,2022,8.3
EL,Y15-24,Percentage of total population,F,2023,6.8
EL,Y15-24,Percentage of total population,F,2024,5.3
ES,Y15-24,Percentage of total population,F,2009,15.1
ES,Y15-24,Percentage of total population,F,2010,15.9
ES,Y15-24,Percentage of total population,F,2011,17.2
ES,Y15-24,Percentage of total population,F,2012,19.4
ES,Y15-24,Percentage of total population,F,2013,19.6
ES,Y15-24,Percentage of total population,F,2014,18.0
ES,Y15-24,Percentage of total population,F,2015,15.9
ES,Y15-24,Percentage of total population,F,2016,14.0
ES,Y15-24,Percentage of total population,F,2017,11.8
ES,Y15-24,Percentage of total population,F,2018,10.2
ES,Y15-24,Percentage of total population,F,2019,10.6
ES,Y15-24,Percentage of total population,F,2020,10.9
ES,Y15-24,Percentage of total population,F,2021,10.8
ES,Y15-24,Percentage of total population,F,2022,9.4
ES,Y15-24,Percentage of total population,F,2023,8.8
ES,Y15-24,Percentage of total population,F,2024,8.5
EU27_2020,Y15-24,Percentage of total population,F,2009,7.8
EU27_2020,Y15-24,Percentage of total population,F,2010,8.3
EU27_2020,Y15-24,Percentage of total population,F,2011,8.4
EU27_2020,Y15-24,Percentage of total population,F,2012,9.0
EU27_2020,Y15-24,Percentage of total population,F,2013,9.3
EU27_2020,Y15-24,Percentage of total population,F,2014,8.8
EU27_2020,Y15-24,Percentage of total population,F,2015,8.0
EU27_2020,Y15-24,Percentage of total population,F,2016,7.5
EU27_2020,Y15-24,Percentage of total population,F,2017,6.7
EU27_2020,Y15-24,Percentage of total population,F,2018,6.1
EU27_2020,Y15-24,Percentage of total population,F,2019,5.7
EU27_2020,Y15-24,Percentage of total population,F,2020,6.2
EU27_2020,Y15-24,Percentage of total population,F,2021,6.1
EU27_2020,Y15-24,Percentage of total population,F,2022,5.5
EU27_2020,Y15-24,Percentage of total population,F,2023,5.4
EU27_2020,Y15-24,Percentage of total population,F,2024,5.6
FI,Y15-24,Percentage of total population,F,2009,9.2
FI,Y15-24,Percentage of total population,F,2010,9.2
FI,Y15-24,Percentage of total population,F,2011,9.0
FI,Y15-24,Percentage of total population,F,2012,9.2
FI,Y15-24,Percentage of total population,F,2013,8.9
FI,Y15-24,Percentage of total population,F,2014,9.3
FI,Y15-24,Percentage of total population,F,2015,10.0
FI,Y15-24,Percentage of total population,F,2016,9.9
FI,Y15-24,Percentage of total population,F,2017,10.2
FI,Y15-24,Percentage of total population,F,2018,9.2
FI,Y15-24,Percentage of total population,F,2019,8.4
FI,Y15-24,Percentage of total population,F,2020,9.7
FI,Y15-24,Percentage of total population,F,2021,8.6
FI,Y15-24,Percentage of total population,F,2022,7.6
FI,Y15-24,Percentage of total population,F,2023,8.7
FI,Y15-24,Percentage of total population,F,2024,9.8
FR,Y15-24,Percentage of total population,F,2003,8.0
FR,Y15-24,Percentage of total population,F,2004,8.7
FR,Y15-24,Percentage of total population,F,2005,9.1
FR,Y15-24,Percentage of total population,F,2006,9.6
FR,Y15-24,Percentage of total population,F,2007,8.5
FR,Y15-24,Percentage of total population,F,2008,8.0
FR,Y15-24,Percentage of total population,F,2009,9.9
FR,Y15-24,Percentage of total population,F,2010,10.1
FR,Y15-24,Percentage of total population,F,2011,9.7
FR,Y15-24,Percentage of total population,F,2012,9.8
FR,Y15-24,Percentage of total population,F,2013,10.4
FR,Y15-24,Percentage of total population,F,2014,9.4
FR,Y15-24,Percentage of total population,F,2015,9.7
FR,Y15-24,Percentage of total population,F,2016,10.0
FR,Y15-24,Percentage of total population,F,2017,8.7
FR,Y15-24,Percentage of total population,F,2018,8.3
FR,Y15-24,Percentage of total population,F,2019,7.6
FR,Y15-24,Percentage of total population,F,2020,8.0
FR,Y15-24,Percentage of total population,F,2021,7.1
FR,Y15-24,Percentage of total population,F,2022,6.4
FR,Y15-24,Percentage of total population,F,2023,6.4
FR,Y15-24,Percentage of total population,F,2024,7.3
HR,Y15-24,Percentage of total population,F,2009,8.2
HR,Y15-24,Percentage of total population,F,2010,10.3
HR,Y15-24,Percentage of total population,F,2011,9.7
HR,Y15-24,Percentage of total population,F,2012,10.6
HR,Y15-24,Percentage of total population,F,2013,12.4
HR,Y15-24,Percentage of total population,F,2014,12.9
HR,Y15-24,Percentage of total population,F,2015,12.1
HR,Y15-24,Percentage of total population,F,2016,10.0
HR,Y15-24,Percentage of total population,F,2017,8.3
HR,Y15-24,Percentage of total population,F,2018,8.4
HR,Y15-24,Percentage of total population,F,2019,5.2
HR,Y15-24,Percentage of total population,F,2020,6.1
HR,Y15-24,Percentage of total population,F,2021,7.2
HR,Y15-24,Percentage of total population,F,2022,6.4
HR,Y15-24,Percentage of total population,F,2023,5.5
HR,Y15-24,Percentage of total population,F,2024,4.6
HU,Y15-24,Percentage of total population,F,2009,5.3
HU,Y15-24,Percentage of total population,F,2010,5.4
HU,Y15-24,Percentage of total population,F,2011,5.3
HU,Y15-24,Percentage of total population,F,2012,6.3
HU,Y15-24,Percentage of total population,F,2013,6.6
HU,Y15-24,Percentage of total population,F,2014,5.4
HU,Y15-24,Percentage of total population,F,2015,4.4
HU,Y15-24,Percentage of total population,F,2016,3.6
HU,Y15-24,Percentage of total population,F,2017,3.4
HU,Y15-24,Percentage of total population,F,2018,2.9
HU,Y15-24,Percentage of total population,F,2019,2.9
HU,Y15-24,Percentage of total population,F,2020,3.7
HU,Y15-24,Percentage of total population,F,2021,4.3
HU,Y15-24,Percentage of total population,F,2022,2.6
HU,Y15-24,Percentage of total population,F,2023,3.3
HU,Y15-24,Percentage of total population,F,2024,4.3
IE,Y15-24,Percentage of total population,F,2009,9.6
IE,Y15-24,Percentage of total population,F,2010,10.8
IE,Y15-24,Percentage of total population,F,2011,11.0
IE,Y15-24,Percentage of total population,F,2012,11.4
IE,Y15-24,Percentage of total population,F,2013,10.9
IE,Y15-24,Percentage of total population,F,2014,9.1
IE,Y15-24,Percentage of total population,F,2015,7.3
IE,Y15-24,Percentage of total population,F,2016,6.5
IE,Y15-24,Percentage of total population,F,2017,5.7
IE,Y15-24,Percentage of total population,F,2018,5.7
IE,Y15-24,Percentage of total population,F,2019,4.9
IE,Y15-24,Percentage of total population,F,2020,6.6
IE,Y15-24,Percentage of total population,F,2021,7.3
IE,Y15-24,Percentage of total population,F,2022,5.2
IE,Y15-24,Percentage of total population,F,2023,5.8
IE,Y15-24,Percentage of total population,F,2024,5.5
IS,Y15-24,Percentage of total population,F,2009,9.0
IS,Y15-24,Percentage of total population,F,2010,10.8
IS,Y15-24,Percentage of total population,F,2011,8.0
IS,Y15-24,Percentage of total population,F,2012,9.6
IS,Y15-24,Percentage of total population,F,2013,6.3
IS,Y15-24,Percentage of total population,F,2014,5.2
IS,Y15-24,Percentage of total population,F,2015,5.5
IS,Y15-24,Percentage of total population,F,2016,5.3
IS,Y15-24,Percentage of total population,F,2017,5.8
IS,Y15-24,Percentage of total population,F,2018,4.6
IS,Y15-24,Percentage of total population,F,2019,4.5
IS,Y15-24,Percentage of total population,F,2020,6.8
IS,Y15-24,Percentage of total population,F,2021,8.3
IS,Y15-24,Percentage of total population,F,2022,4.4
IS,Y15-24,Percentage of total population,F,2023,5.9
IS,Y15-24,Percentage of total population,F,2024,7.8
IT,Y15-24,Percentage of total population,F,2009,6.8
IT,Y15-24,Percentage of total population,F,2010,6.8
IT,Y15-24,Percentage of total population,F,2011,7.3
IT,Y15-24,Percentage of total population,F,2012,9.0
IT,Y15-24,Percentage of total population,F,2013,9.7
IT,Y15-24,Percentage of total population,F,2014,10.3
IT,Y15-24,Percentage of total population,F,2015,9.2
IT,Y15-24,Percentage of total population,F,2016,9.0
IT,Y15-24,Percentage of total population,F,2017,8.2
IT,Y15-24,Percentage of total population,F,2018,7.6
IT,Y15-24,Percentage of total population,F,2019,6.9
IT,Y15-24,Percentage of total population,F,2020,6.0
IT,Y15-24,Percentage of total population,F,2021,6.6
IT,Y15-24,Percentage of total population,F,2022,5.6
IT,Y15-24,Percentage of total population,F,2023,5.5
IT,Y15-24,Percentage of total population,F,2024,4.3
LT,Y15-24,Percentage of total population,F,2009,5.8
LT,Y15-24,Percentage of total population,F,2010,8.0
LT,Y15-24,Percentage of total population,F,2011,7.1
LT,Y15-24,Percentage of total population,F,2012,5.9
LT,Y15-24,Percentage of total population,F,2013,5.5
LT,Y15-24,Percentage of total population,F,2014,5.5
LT,Y15-24,Percentage of total population,F,2015,5.1
LT,Y15-24,Percentage of total population,F,2016,4.0
LT,Y15-24,Percentage of total population,F,2017,3.8
LT,Y15-24,Percentage of total population,F,2018,3.4
LT,Y15-24,Percentage of total population,F,2019,3.3
LT,Y15-24,Percentage of total population,F,2020,5.9
LT,Y15-24,Percentage of total population,F,2021,5.0
LT,Y15-24,Percentage of total population,F,2022,3.8
LT,Y15-24,Percentage of total population,F,2023,3.6
LT,Y15-24,Percentage of total population,F,2024,5.7
LU,Y15-24,Percentage of total population,F,2009,5.2
LU,Y15-24,Percentage of total population,F,2010,2.3
LU,Y15-24,Percentage of total population,F,2011,4.9
LU,Y15-24,Percentage of total population,F,2012,4.6
LU,Y15-24,Percentage of total population,F,2013,2.4
LU,Y15-24,Percentage of total population,F,2014,4.2
LU,Y15-24,Percentage of total population,F,2015,5.3
LU,Y15-24,Percentage of total population,F,2016,5.6
LU,Y15-24,Percentage of total population,F,2017,3.7
LU,Y15-24,Percentage of total population,F,2018,3.8
LU,Y15-24,Percentage of total population,F,2019,5.0
LU,Y15-24,Percentage of total population,F,2020,6.6
LU,Y15-24,Percentage of total population,F,2021,5.5
LU,Y15-24,Percentage of total population,F,2022,6.5
LU,Y15-24,Percentage of total population,F,2023,7.6
LU,Y15-24,Percentage of total population,F,2024,6.3
LV,Y15-24,Percentage of total population,F,2009,10.5
LV,Y15-24,Percentage of total population,F,2010,12.9
LV,Y15-24,Percentage of total population,F,2011,10.3
LV,Y15-24,Percentage of total population,F,2012,10.6
LV,Y15-24,Percentage of total population,F,2013,9.0
LV,Y15-24,Percentage of total population,F,2014,7.0
LV,Y15-24,Percentage of total population,F,2015,5.3
LV,Y15-24,Percentage of total population,F,2016,4.5
LV,Y15-24,Percentage of total population,F,2017,5.6
LV,Y15-24,Percentage of total population,F,2018,4.1
LV,Y15-24,Percentage of total population,F,2019,3.3
LV,Y15-24,Percentage of total population,F,2020,4.9
LV,Y15-24,Percentage of total population,F,2021,4.4
LV,Y15-24,Percentage of total population,F,2022,3.4
LV,Y15-24,Percentage of total population,F,2023,3.3
LV,Y15-24,Percentage of total population,F,2024,4.7
ME,Y15-24,Percentage of total population,F,2011,7.3
ME,Y15-24,Percentage of total population,F,2012,9.1
ME,Y15-24,Percentage of total population,F,2013,8.2
ME,Y15-24,Percentage of total population,F,2014,8.7
